"date","cultivar","location","season","cutting_height","replication","tea_buds_cm","leaf_number","avg_inter_node","open_plane","buds_weight_100","sample_label"
"43901","青心大冇","10-1","第一水",55,"16",14.3,6,9.16666666666667,0,131.8,"茶菁2"
"43901","青心大冇","10-1","第一水",55,"17",10.7,4,13.75,0,131.8,"茶菁2"
"43901","青心大冇","10-1","第一水",55,"18",19,6,9.16666666666667,0,131.8,"茶菁2"
"43901","青心大冇","10-1","第一水",55,"19",8,4,13.75,1,131.8,"茶菁2"
"43901","青心大冇","10-1","第一水",55,"20",6,3,18.3333333333333,1,131.8,"茶菁2"
"43901","青心大冇","10-1","第一水",55,"21",11.3,5,11,1,123.2,"茶菁3"
"43901","青心大冇","10-1","第一水",55,"22",7.9,5,11,1,123.2,"茶菁3"
"43901","青心大冇","10-1","第一水",55,"23",16.8,6,9.16666666666667,0,123.2,"茶菁3"
"43901","青心大冇","10-1","第一水",55,"24",11.4,4,13.75,0,123.2,"茶菁3"
"43901","青心大冇","10-1","第一水",55,"25",8.9,4,13.75,0,123.2,"茶菁3"
"43901","青心大冇","10-1","第一水",55,"26",17.3,5,11,0,123.2,"茶菁3"
"43901","青心大冇","10-1","第一水",55,"27",9.8,5,11,1,123.2,"茶菁3"
"43901","青心大冇","10-1","第一水",55,"28",3.2,3,18.3333333333333,1,123.2,"茶菁3"
"43901","青心大冇","10-1","第一水",55,"29",7,4,13.75,1,123.2,"茶菁3"
"43901","青心大冇","10-1","第一水",55,"30",4,3,18.3333333333333,1,123.2,"茶菁3"
"43929","台茶12號","6區","第二水",56,"1",10.2,4,14,0,88.1,"茶菁1"
"43929","台茶12號","6區","第二水",56,"2",9,4,14,0,88.1,"茶菁1"
"43929","台茶12號","6區","第二水",56,"3",8.9,3,18.6666666666667,0,88.1,"茶菁1"
"43929","台茶12號","6區","第二水",56,"4",13.3,4,14,0,88.1,"茶菁1"
"43929","台茶12號","6區","第二水",56,"5",8.2,3,18.6666666666667,0,88.1,"茶菁1"
"43929","台茶12號","6區","第二水",56,"6",13.7,4,14,0,88.1,"茶菁1"
"43929","台茶12號","6區","第二水",56,"7",3.6,3,18.6666666666667,0,88.1,"茶菁1"
"43929","台茶12號","6區","第二水",56,"8",6.1,3,18.6666666666667,0,88.1,"茶菁1"
"43929","台茶12號","6區","第二水",56,"9",3,3,18.6666666666667,0,88.1,"茶菁1"
"43929","台茶12號","6區","第二水",56,"10",9.5,4,14,0,88.1,"茶菁1"
"43929","台茶12號","6區","第二水",56,"11",7.8,3,18.6666666666667,0,93.7,"茶菁2"
"43929","台茶12號","6區","第二水",56,"12",9.3,5,11.2,0,93.7,"茶菁2"
"43929","台茶12號","6區","第二水",56,"13",6.7,3,18.6666666666667,0,93.7,"茶菁2"
"43929","台茶12號","6區","第二水",56,"14",10.7,4,14,0,93.7,"茶菁2"
"43929","台茶12號","6區","第二水",56,"15",6.1,3,18.6666666666667,0,93.7,"茶菁2"
"43929","台茶12號","6區","第二水",56,"16",3.8,2,28,0,93.7,"茶菁2"
"43929","台茶12號","6區","第二水",56,"17",7.5,4,14,0,93.7,"茶菁2"
"43929","台茶12號","6區","第二水",56,"18",5.2,3,18.6666666666667,0,93.7,"茶菁2"
"43929","台茶12號","6區","第二水",56,"19",4.3,2,28,0,93.7,"茶菁2"
